clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-0024FF2C50EC,modules/instrument-identifier/audio/II192.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-00851AB26D00,modules/melody-master/audio/melodic-devices/MDA011.mp3,L. van Beethoven,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",III. Scherzo,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical/Romantic transition,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-00D0E3017BA2,modules/texture-trainer/audio/TT023.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 6 in D minor, BWV 851",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_12_Fugue_No._6_in_D_minor,_BWV_851.ogg",CC0 1.0,,Fugue,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-01042F72A584,modules/instrument-identifier/audio/II125.mp3,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-016C95D89DFA,modules/instrument-identifier/audio/II191.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-0177F3A9F876,modules/texture-trainer/audio/TT088.mp3,,"Felix Mendelssohn — Symphony No. 4 in A major, Op. 90 ‘Italian’ — III. Con moto moderato",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Homophonic texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-0184D6A66619,audio/piano/E3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-01AD6540FAF7,modules/instrument-identifier/audio/II027.mp3,,Sarabande,,,MusOpen,PD,,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-01CCE7AA4B49,audio/piano/E4.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-01E5B91D04B4,audio/piano/Ds3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-01F7D108527F,modules/instrument-identifier/audio/II003.mp3,Beethoven,"Violin Sonata No. 9 ""Kreutzer""",,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-0231AEACBA0D,audio/piano/C3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-024537C97304,modules/instrument-identifier/audio/II279.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-02851133C455,modules/instrument-identifier/audio/II152.mp3,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-03096476FA01,modules/instrument-identifier/audio/II119.mp3,,Op. 5 No.2 (2),,,MusOpen,PD,,,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-036829455C2C,audio/piano/Fs3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-03745CFBFCF8,modules/texture-trainer/audio/TT049.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — I. Prelude",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Prelude.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-03D21D811CA5,audio/piano/Gs3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-045162463AF0,modules/texture-trainer/audio/TT009.mp3,,"L. van Beethoven — Piano Sonata No. 14 ‘Moonlight’, movement I",,Paul Pitman,"https://commons.wikimedia.org/wiki/File:Ludwig_van_Beethoven_-_sonata_no._14_in_c_sharp_minor_'moonlight',_op._27_no._2_-_i._adagio_sostenuto.ogg",Public-domain mark on Commons/Musopen source page; re-check before release,,Sonata,,,,Homophonic,TEX.ROLE | TEX.TYPE,1,high
CLIP-046CE7DC2349,modules/instrument-identifier/audio/II264.mp3,,Chansonette,,,MusOpen,PD,,,Piano Accomp.,OBOE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-0473915DD375,modules/texture-trainer/audio/TT086.mp3,,"Felix Mendelssohn — Symphony No. 4 in A major, Op. 90 ‘Italian’ — II. Andante con moto",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Melody and accompaniment,TEX.ROLE | TEX.TYPE,1,high
CLIP-054DB7A90916,audio/piano/C4.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-054DDEEB4B3D,audio/piano/F3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,11,high
CLIP-05CA50569C40,audio/piano/C4.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,9,high
CLIP-05DDF4C12254,modules/instrument-identifier/audio/II062.mp3,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-07FD422E937F,modules/instrument-identifier/audio/II130.mp3,Bottesini,Double Bass Concerto No. 2 (1),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-08F79419BBAE,audio/piano/Cs3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-092F26817A73,modules/instrument-identifier/audio/II052.mp3,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-09909E131C8A,modules/melody-master/questions/mm003/MM003-audio.mp3,Mozart,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,,Musopen,PDM 1.0,Classical,Sonata,,,,dictation,MEL.DICTATION.PITCH,2,high
CLIP-09CEF0C242B2,modules/instrument-identifier/audio/II215.mp3,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-09D034989123,modules/instrument-identifier/audio/II270.mp3,,La Gracieuse (5) Napoltano,,,MusOpen,PD,,,Harpsichord,OBOE,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-0A2F7B29B712,audio/piano/F3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-0AE002FD30B0,modules/instrument-identifier/audio/II252.mp3,,Oboe Concerto F minor,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-0B6C91D57E2C,modules/meter-master/audio/MTR026.mp3,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,,,,,,Full metre explanation,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-0BB3C0D30090,modules/melody-master/questions/mm005/MM005-audio.mp3,Schumann,"Kinderszenen / Scenes from Childhood, Op. 15",VII. Träumerei / Dreaming / Reverie,,Musopen,PDM 1.0,Romantic,,,,,dictation,MEL.DICTATION.PITCH,2,medium
CLIP-0C0FFC6D626D,modules/instrument-identifier/audio/II206.mp3,Bach,Partita BWV 1013 (3),,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-0C3304CFE62F,modules/melody-master/questions/mm006/MM006-audio.mp3,Chopin,"Nocturne in B flat minor, Op. 9 no. 1",Extract 6,,Musopen,PDM 1.0,Romantic,Character piece,,,,dictation,MEL.DICTATION.PITCH,4,high
CLIP-0CD691FED62A,audio/piano/Ds4.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-0D0BF4608038,audio/piano/G3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-0D7A12C7C8CA,modules/instrument-identifier/audio/II150.mp3,Glazunov,Reverie Op. 24,,,MusOpen,PD,,,Piano Accomp.,FRENCH HORN,Brass,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-0E13F9C57BD1,modules/melody-master/audio/melodic-devices/MDA030.mp3,Felix Mendelssohn,"Symphony No. 4 in A major, Op. 90 ‘Italian’",II. Andante con moto,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-0E46DFF9246C,modules/texture-trainer/audio/TT112.mp3,,"J. S. Bach — Two-Part Invention No. 8, BWV 779 – harpsichord",,Live harpsichord recording,https://commons.wikimedia.org/wiki/File:J.S._Bach's_Invention_8_(BWV_779)_on_harpsichord.ogg,CC0,,,,,,Simple polyphonic,TEX.TYPE,1,medium
CLIP-0E9FBFA477CA,modules/instrument-identifier/audio/II032.mp3,Bach,Sonata No 1 (4),,,MusOpen,PD,Baroque,Sonata,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-0EA7FBE3D8A6,modules/meter-master/audio/MTR022.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,,,,,,Beat-unit analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-0EBC2458D143,audio/piano/As3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,8,high
CLIP-0F1FCCD712F0,modules/instrument-identifier/audio/II199.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-0F45018F427C,audio/piano/B3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,27,high
CLIP-106FD744539F,audio/piano/F3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-1077844AA846,audio/piano/B3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-10A237E236C0,modules/instrument-identifier/audio/II029.mp3,,Sarabande,,,MusOpen,PD,,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-11CEF2DB7633,audio/piano/Ds3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-1207535F7422,modules/texture-trainer/../instrument-identifier/audio/II201.mp3,,"J. S. Bach — Partita in A minor for solo flute, BWV 1013",,Scott Goff,MusOpen,PD,,,,,,Monophonic,TEX.TYPE,1,medium
CLIP-1208B2F12CF9,modules/texture-trainer/audio/TT123.mp3,,Balinese traditional — Gamelan Anklung Berong Pengetjet,,Historic 1931 recording,https://commons.wikimedia.org/wiki/File:Gamelan_Anklung_Berong_Pengetjet_(1931).ogg,Public domain,,,,,,Heterophonic,TEX.TYPE,1,medium
CLIP-1209E0D5E0E6,audio/piano/Cs3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-121B1C972C49,audio/piano/Cs3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-1291C2920869,audio/piano/G3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,3,high
CLIP-12FF0AC2CD96,audio/piano/C4.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-134AB31F66D1,audio/piano/G3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-135A59FE028C,modules/instrument-identifier/audio/II112.mp3,Bach,Suite No. 4 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-140DCD4618BA,audio/piano/Ds3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,18,high
CLIP-142D6CB57300,modules/melody-master/audio/melodic-devices/MDA006.mp3,Haydn,"Symphony no. 94 in G major 'Surprise', Hob. I:94",II. Andante,European Archive,Existing EchoAural Melody Master,PDM 1.0,Classical,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-1441083271BE,modules/instrument-identifier/audio/II146.mp3,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,Classical,Concerto,Orchestral,FRENCH HORN,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-15738FC9F294,modules/instrument-identifier/audio/II080.mp3,Bach,Cello Suite No.3 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-15AB54CF50E8,modules/texture-trainer/audio/TT046.mp3,,"Edvard Grieg — Peer Gynt Suite No. 1, Op. 46: In the Hall of the Mountain King",,Musopen Symphony Orchestra,https://commons.wikimedia.org/wiki/File:Musopen_-_In_the_Hall_Of_The_Mountain_King.ogg,Public domain dedication,,Suite,,,,Homophonic texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-161A5F051925,modules/instrument-identifier/audio/II258.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-16D259CD4557,modules/instrument-identifier/audio/II205.mp3,Bach,Partita BWV 1013 (3),,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-1732766ED9CA,audio/piano/G3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-173A56E80B11,audio/piano/F3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,13,high
CLIP-19A0AB441BC0,audio/piano/G3.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-19DB1567F003,audio/piano/D3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,15,high
CLIP-19ED672103DD,modules/instrument-identifier/audio/II242.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1A8F9076DD5C,modules/melody-master/audio/melodic-devices/MDA003.mp3,Grieg,"Peer Gynt Suite no. 1, Op. 46",I. Morning Mood,Musopen Symphony,Existing EchoAural Melody Master,PDM 1.0,Romantic,Suite,,,,Melodic device,MEL.DEVICE,1,high
CLIP-1AA20868AD21,modules/texture-trainer/audio/TT125.mp3,,Arabic / Ottoman traditional repertoire — Samaii Hijaz Kar Kurdi,,Historic ensemble recording,https://commons.wikimedia.org/wiki/File:Samaii_Hijaz_Kar_Kurdi_(c._1926).ogg,Public domain,,,,,,Heterophonic,TEX.TYPE,1,medium
CLIP-1AACF52B8EA4,modules/instrument-identifier/audio/II002.mp3,Beethoven,Violin Concerto Op 61,,,MusOpen,PD,Classical/Romantic transition,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1ABA0294DD52,audio/piano/Ds4.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-1AC448A4BBE5,modules/instrument-identifier/audio/II017.mp3,Beethoven,Violin Sonata No. 5 Spring (1),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1AE8537D18E1,modules/instrument-identifier/audio/II220.mp3,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,,Study,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-1B33A5F2373F,modules/meter-master/audio/MTR030.mp3,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,,,,,,Full metre description,RHY.METRE,2,high
CLIP-1B38EA59E2EE,modules/instrument-identifier/audio/II005.mp3,Beethoven,"Violin Sonata No. 9 ""Kreutzer""",,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1B941FF1FCA8,modules/instrument-identifier/audio/II171.mp3,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-1BC0145CD248,modules/instrument-identifier/audio/II020.mp3,Handel,Violin (Trumpet) Sonata F (2),,,MusOpen,PD,Baroque,Sonata,Organ Accomp.,TRUMPET,Brass,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1CFDF15A817F,modules/texture-trainer/audio/TT084.mp3,,"Joseph Haydn — String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’ — III. Menuetto",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Homophonic chordal texture,TEX.TYPE,1,high
CLIP-1D1E6E47D950,audio/piano/B3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-1DE00A9590AD,modules/instrument-identifier/audio/II201.mp3,Bach,Partita BWV 1013,,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-1E08BC27E146,modules/instrument-identifier/audio/II013.mp3,Mozart,Violin Sonata No.21 K304 (1),,,MusOpen,PD,Classical,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-1E99F3D4446D,audio/piano/D4.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,8,high
CLIP-1E9D9D3CDC65,modules/instrument-identifier/audio/II059.mp3,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-1ECEC26BE1DE,audio/piano/A3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-1F2CE7B5C2FD,audio/piano/Cs4.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-206AB2ADEA48,modules/texture-trainer/audio/TT058.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — IV. Sarabande",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Sarabande.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-211E587E6C05,audio/piano/Gs3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-21531100A236,modules/texture-trainer/audio/TT027.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 10 in E minor, BWV 855",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_20_Fugue_No._10_in_E_minor,_BWV_855.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-2188810222C5,modules/instrument-identifier/audio/II065.mp3,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-223625F52037,modules/instrument-identifier/audio/II141.mp3,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-2327F3193F69,audio/piano/D3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,11,high
CLIP-2329CF8B1986,audio/piano/F3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-235FF3C606AA,modules/melody-master/audio/melodic-devices/MDA037.mp3,Pyotr Ilyich Tchaikovsky,"Symphony No. 6 in B minor, Op. 74 ‘Pathétique’",II. Allegro con grazia,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-238F53CC5FBB,modules/meter-master/audio/MTR014.mp3,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,,,,,,Aural classification,RHY.METRE,2,high
